"","O1-AG1-GPOS-S145-L001","O1-AG1-S190-L001","O1-AG2-GPOS-S146-L001","O1-AG2-S191-L001","O1-AG3-GPOS-S147-L001","O1-AG3-S192-L001","O1-AG4-GPOS-S148-L001","O1-AG4-S193-L001","O1-AG5-GPOS-S149-L001","O1-AG5-S194-L001","O1-CQ1-GPOS-S175-L001","O1-CQ1-S205-L001","O1-CQ2-GPOS-S176-L001","O1-CQ2-S206-L001","O1-CQ3-GPOS-S177-L001","O1-CQ3-S207-L001","O1-CQ4-GPOS-S178-L001","O1-CQ4-S208-L001","O1-CQ5-GPOS-S179-L001","O1-CQ5-S209-L001","O1-G-1-S160-L001","O1-G-2-S161-L001","O1-G-3-S162-L001","O1-G-4-S163-L001","O2-AG1-GPOS-S150-L001","O2-AG1-S195-L001","O2-AG2-GPOS-S151-L001","O2-AG2-S196-L001","O2-AG3-GPOS-S152-L001","O2-AG3-S197-L001","O2-AG4-GPOS-S153-L001","O2-AG4-S198-L001","O2-AG5-GPOS-S154-L001","O2-AG5-S199-L001","O2-CQ1-GPOS-S180-L001","O2-CQ1-S210-L001","O2-CQ2-GPOS-S181-L001","O2-CQ2-S211-L001","O2-CQ3-GPOS-S182-L001","O2-CQ3-S212-L001","O2-CQ4-GPOS-S183-L001","O2-CQ4-S213-L001","O2-CQ5-GPOS-S184-L001","O2-CQ5-S214-L001","O2-G-1-S165-L001","O2-G-2-S166-L001","O2-G-3-S167-L001","O2-G-4-S168-L001","O2-G-5-S169-L001","O3-AG1-GPOS-S155-L001","O3-AG1-S200-L001","O3-AG2-GPOS-S156-L001","O3-AG2-S201-L001","O3-AG3-GPOS-S157-L001","O3-AG3-S202-L001","O3-AG4-GPOS-S158-L001","O3-AG4-S203-L001","O3-AG5-S204-L001","O3-CQ1-GPOS-S185-L001","O3-CQ1-S215-L001","O3-CQ2-GPOS-S186-L001","O3-CQ2-S216-L001","O3-CQ3-GPOS-S187-L001","O3-CQ3-S217-L001","O3-CQ4-GPOS-S188-L001","O3-CQ4-S218-L001","O3-CQ5-GPOS-S189-L001","O3-CQ5-S219-L001","O3-G-1-S170-L001","O3-G-2-S171-L001","O3-G-3-S172-L001","O3-G-4-S173-L001","O3-G-5-S174-L001"
"OTU127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102322408607485,0,0.00141615129515103,0.000772306580799462,0,0,0,0,0,0,0,0.00327531950420654,0,0,0,0.000939879399744437,0,0.00183782441326214,0,0.000299675975351651,0,0.000148668275333646,0.00270165383007941,0.00040113387174413
"OTU129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98579049708331e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000589129019255217,0,0.00046607510979654,0,0,0,0,0,0.00062236690923018,0.0025761363056675,0,0.00019266585318862,0,0.000528465049243334,0,0.000359055051587763,0,0.000206962208700691,0,0.000131108239216347,0,0.00147524673215695,0.00159711027524031,0.00232657645611595
"OTU130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92777430586555e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150050016672224,0,0,0,0,0,0,0,0.0179916317991632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125481760329838,0,0,0,0,0,0,0,0,0,0,0.000276243093922652,0,0.000242890181956428,0,0.000190405232004636,0,0.000112378490756869,0,0,0,0
"OTU133",0,0,0,0,0.000978292483012083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160488714019466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186261361943079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000746313212729118,0
"OTU134",0,0,0,0,0.00251183205097697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000823587547356284,0.00419341478566991,0.000802026940814057,8.92777430586555e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31039243800117e-05,0.000434095066819633,0,0.000268889486421081,0.000710023792025312,0.000546366661699697,0,3.55606130649692e-05,0,0.000909613175028725,0.000127531500280569,0,0.000181962194678141,0,0,0,0.000158406640406366,0,6.62279067842212e-05,0,0.000880298177595475,0,0.000114360211795112,0.00056719804167413,0.00179173129379045
"OTU137",0,0,0.00140449438202247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU138",0,0,0.00351123595505618,0.00194517774557869,0.00137489754369266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000364557700370026,0,0,0,0,0,0,0,0,0,0,0,0,0.00334047963304582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255063000561139,0,0,0,0,0,0,0,0,0,0.000149837987675826,0,0.000617545143693606,0,0
"OTU139",0,0,0,0,0,0,0,0.0120351463399542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000402941472751083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145385910319849,0,0.000107036585104789,0,0,0,0.000158406640406366,0,0,0,9.3648742297391e-05,0,0,7.46313212729118e-05,0
"OTU140",0,0,0,0.00537901192910026,0.00520874646360488,0.00256058907389722,0,0,0.0181547619047619,0.0133724125297674,0,0,0,0,0,0,0.00372689326177698,0,0,0,0,0.00345906769889639,0.00372747980948437,0.00481216164488434,0,0,0,0,0,0,0,0.0010389310553808,0,0,0,0,0.00403849030263748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046607510979654,0,0,0,0,0,0,0.000765189001683416,0,0.00109177316806885,0,0,0,0.000242890181956428,0,0.000819570346454737,0,0.000486973459946433,0,0.000949189757899432,0.00147770016120365,0
"OTU141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246787988395313,0,0,0,0,0,0,0,0,0,0,0,0.000204050400448911,0,0,0,0,0,0.000211208853875154,0,0,0,0,0,0,0,0
"OTU142",0,0,0,0,0,0,0,0.00374358022399604,0,0,0,0,0,0,0.0026525198938992,0,0,0,0,0,0,0.0020177894910229,0,0,0,0,0,0,0,0,0,0.0017748405529422,0,0,0,0,0.000947300194445829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553981743783444,0,0,0,0,0,0,0,0,0,0.00028899877978293,0,0,0,0.000285131952731458,0,0.000107620348524359,0,0,0,0.000137232254154135,7.46313212729118e-05,0
"OTU143",0,0,0,0,0.0285291240316226,0,0,0,0,0,0,0,0,0,0.000397877984084881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065114260022945,0,0,0.000523175425702861,0,0,0,0,0,0,0,0,0,0,0,0.000158406640406366,0,0,0,0,0,0,0,0
"OTU144",0,0,0,0,0,0,0,0.00426953777612771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217726089958048,0.0003720814858454,0,0,0,0,0,0,0,0.000682209881271544,0.00150487170331072,0,0.000920514631901184,0,0.000756665865962047,0,0.00153126419059487,0,0.000761620928018544,0,0.001292352643704,0.00331577920811391,0.000731905355488718,0.00171652038927697,0.00708669840081297
"OTU145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251046025104603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152594099694812,0,0,0.00158134631484295,0,0,0,0.000943724233844931,0,0,0,0,0.000229556700505025,0,0,0,0.000144126831611818,0,0,0,0.000115898836872387,0,0.000543162705324867,0.00799687926662766,0.000240156444769736,0.00232849722371485,0.00106969032465101
"OTU146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186373990474218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868190133639267,0,0.000519853007080756,2.49131155096601e-05,0,0,0,0,0,0.00336683160740703,0,0.000877699997859268,0,0.00139322603891424,0,0.00326317679237114,0,0.000745063951322488,0,0.000224756981513738,0,0.00328213807851972,0.000746313212729118,0
"OTU148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021176148183211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU150",0,0,0,0.00113137889283659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156481633997694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255063000561139,0,0,0,0,0,0.000126725312325093,0,0,0,0.000599351950703302,0,6.86161270770673e-05,0,0
"OTU151",0,0,0,0.00091304261527163,0.00259115306311309,0.00298966075655026,0,0,0,0,0,0,0,0,0,0.00690754516471838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117791018148966,0,0
"OTU152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335120643431635,0,0,0,0,0,0,0,0,0,0,0,0,0.000102924190615601,0,0
"OTU153",0,0,0,0,0,0,0,0,0,0,0.000767375575531682,0,0,0,0,0,0,0,0,0,0,0,0.00165665769310416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294161639327915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342517072335324,0,0.000120105693009849,0,0.000285131952731458,0,0.00394883894200919,0,0,0,0.000308772571846803,0.000537345513164965,0
"OTU154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149986608338541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394063459570113,0,0,0,0,0,0,0.00133329199094602,0,0,0,0,0,0.004622879698446,0.0170593013809911,0.00185513213328227,0,0,0,0,0,0,0,0,0,0,0,0,0.000297336550667292,0,0
"OTU155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124056711639607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU156",0,0,0,0,0.000449485735437984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207269450285371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000769880296031391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285900529487781,0.000298525285091647,0
"OTU157",0,0,0,0,0.0010576134951482,0.00231145067751803,0,0,0,0,0,0,0,0,6.63129973474801e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21479899569998e-05,0,0,0,0,0,0,0.00340069321823295,0,0,0,0.00199590583418628,0,0,0,0,0,0,0.000682149390716567,0,0.000770816527740432,0,0.00136591665424924,0,0,0.0124946810568257,0.000670241286863271,0.000484619701066163,0,0.00107036585104789,0,0.00106894066778765,0,0.00208040721067027,0,0.00192888778509044,0,0.00125489314678504,0.00286067225798063,0.00046887686835996,0.000388082870619141,0
"OTU158",0,0,0,0,0,0,0,0,0,0,0.000712563034422276,0,0,0,0,0,0,0,0,0,0.00482377381078131,0.00140009883050568,0,0.000528608665536538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046510185730675,0,0,0,0,0,0,0,0,0.00140284650308626,0,0.000235480487230535,0,0.000288253663223637,0,0.000179527525793881,0,6.62279067842212e-05,0,0.000168567736135304,0,0.000251592465949247,0.000552271777419547,0
"OTU159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23286237571952e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU160",0,0,0,0.00263988408328537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11793773678142e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79259657614054e-05,0.000560545098967351,0,0.000285844957694946,0,0,0,0,0,5.35182925523944e-05,0,0,0,3.16813280812732e-05,0,0.000206962208700691,0,0.000299675975351651,0,0,0.00277628515135232,0
"OTU161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147308276046782,0,0.00142259414225941,0,0.120229007633588,0.00133295633558186,0,0,0,0,0,0,0.00124644762427083,0,0.00156955071610751,0,0.00421225382932166,0,0.00209825997952917,0,0,0.0286183438892798,0.00180852266304962,0.070957095709571,0.00329244331156072,0.00027906111438405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845198621676094,0,0,0.000534845162325507
"OTU162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171668618976451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000243486729973216,0,0,0,0
"OTU163",0,0,0.000702247191011236,0.0003969750501181,0.00134845720631395,0,0,0.000309386795371574,0.00476190476190476,0,0,0,0.0014895057549086,0,0.00013262599469496,0,0,0,0.000666888962987663,0,0.000105630083447766,0.000123538132103443,0.00186373990474218,0.000510380780518037,0,0.0212038599679778,0,0,0,0,0,0.00222215809067559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031862354628007,0,0,0,0,0.000447027268663388,0,0,0,0,0,0,0.000235480487230535,0,0,0,0.000147846197712608,0,0.000430481394097438,0,0.00161075836751512,0.000780183343085625,0,0,0.000187195806813927
"OTU164",0,0,0.00140449438202247,0,0,0,0,0.00334137739001299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000327373723506489,0,0.000173848255308581,0,0,0,0,0.000223893963818735,0
"OTU167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435146443514644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU171",0,0.00035835158271949,0,0.00023818503007086,0.00026440337378705,0.000498276792758377,0,0.0218117690736959,0.00327380952380952,0.0160285766623924,0,0,0,0,0,0,0.000149075730471079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142242452259877,0,0,0,0,0,0,0,0,0,0,0.000149012790264498,0,0,0,0,0,0
"OTU172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566132769215272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU173",0,0,0,0,0,0.00856759263103988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403088276332517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450203457331679,0,0,0,0,0,0,0,0,0.0075492341356674,0,0.00199590583418628,0,0,0,0,0,0.00308002761404068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55606130649692e-05,0,0,0.000255063000561139,0,0.000149851219146704,0,0,0,0.000116164869631335,0,0,0,0.00112378490756869,0,0,0,0
"OTU177",0,0,0.00140449438202247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU178",0,0,0,0.00142911018042516,0.00140133788107136,0,0.120772946859903,0,0,0,0.00153475115106336,0,0,0,0,0,0,0,0,0,0,0.00127656069840224,0.000465934976185546,0.000510380780518037,0,0,0,0,0,0.000444318778527285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819672131147541,0.000469153178512784,0.000753551109604009,0,0,0,0,0,0,0.00034768787562708,0,0.0041605917286014,0,0,0.00206601030454522,0,0.000353220730845803,0,0,0,0.000380175936975278,0,0,0,0,0,0.000365952677744359,0,0
"OTU179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117740243615268,0,0,0,0,0,0,0,0,0,0,0,0
"OTU181",0,0,0,0,0.000898971470875968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346329815351525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145385910319849,0,0,0,0.000408359356233485,0,0.00023232973926267,0,5.79494184361935e-05,0,0,0,0.000114360211795112,0.000611976834437877,0
"OTU182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45045447772314e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3648742297391e-05,0,0.000160104296513157,0,0
"OTU183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU184",0,0,0,0,0,0.00253290702985508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243321598674674,0,0,0,0,0.0155884645362432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000672591880855153,0,0.000126725312325093,0,0.000190405232004636,0,0,0,0.000548929016616539,0.000268672756582483,0
"OTU185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901639344262295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU187",0,0,0,0,0,0,0,0,0,0.0105330646638578,0.000411094058320544,0,0,0,0,0,0,0,0,0,0,0,0.000155311658728515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372391980819262,0,0.000331813413824845,0,0,0,0.000580824348156675,0,9.93418601763318e-05,0,0.000112378490756869,0,0,0,0
"OTU188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111150317572336,0.00489163371908459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000430784214567998,0,0,0,0
"OTU190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU191",0,0,0,0,0,0,0,0,0,0.00989192159736215,0.000904406928305196,0,0,0,0.00417771883289125,0,0.000149075730471079,0,0,0,0,0,0,0.00069265963070305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010483153456346,0,0,0,0.000149851219146704,0,0,0,0.000380175936975278,0,0.000115898836872387,0,0.000299675975351651,0,0.000640417186052629,0,0.00213938064930203
"OTU192",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230070171402278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168164992067689,0,0.0101363159734359,0,0,0,0,0,0,0,0,0
"OTU193",0,0,0.000702247191011236,0,0,0,0,0,0.000297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48348482590771e-05,0,0,0,0,5.10126001122277e-05,0,0,0,0,0,8.44835415500618e-05,0,5.79494184361935e-05,0,0,0,0.000217284402410713,0,0
"OTU194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001657824933687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52547153181738e-05,0,0,0,0,0,0,0,0,2.28720423590224e-05,0,0
"OTU195",0,0,0,0.00127032016037792,0,0,0,0,0,0,0.000548125411094058,0,0,0,0,0,0.00670840787119857,0,0,0,0.00327453258688074,0.000205896886839071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065114260022945,0,0,0.000435979521419051,0,0,0,0,0,5.10126001122277e-05,0,4.28146340419155e-05,0,0,0,0,0,0,0,0,0,5.71801058975561e-05,0,0
"OTU196",0,0,0.00210674157303371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117740243615268,0,0,0,0,0,0,0,0,0,9.14881694360898e-05,0,2.67422581162753e-05
"OTU198",0,0,0.000702247191011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185307198155164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366300366300366,0,0,0,0,0,0,0,0,0,0.000340593349466703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268672756582483,0
"OTU199",0,0,0.000702247191011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259732763845199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3648742297391e-05,0,0,0,0
"OTU200",0,0.00286681266175592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899423573842179,0,0,0,0.00126756100137319,0.00284137703837918,0.00227790432801822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169516876900833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU201",0,0,0,0,0,0,0,0,0,0.00384685839897417,0,0,0,0,0,0,0,0,0,0,0.000563360445054752,0,0,0,0,0,0,0,0,0,0,0.000519465527690399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53551109604009e-05,0,0,0,0,0,0,0,0,0,0,0,7.65189001683416e-05,0,7.49256095733522e-05,0,0,0,0.000327373723506489,0,0.000331139533921106,0,0,6.50152785904688e-05,0.000194412360051691,0.000537345513164965,0
"OTU202",0,0,0,0,0.00248539171359827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011832270352948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101822877862216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134336378291241,0
